0,1,2,3,4,,,,,,,,
Junk,Stoneblade,132.88,30.52,0.186780906,14.00856793,0.046695227,"{""source"": ""Junk"", ""target"": ""Stoneblade"", ""value"": 14},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Junk"", ""target"": ""Stoneblade"", ""value"": 0.0466952265},"
Reanimator,Zombie Bombardment,150.46,34.45,0.186306852,13.9730139,0.046576713,"{""source"": ""Reanimator"", ""target"": ""Zombie Bombardment"", ""value"": 14},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Reanimator"", ""target"": ""Zombie Bombardment"", ""value"": 0.046576713},"
Canadian Threshold,UWx Control,159.11,36.11,0.184970802,13.87281016,0.046242701,"{""source"": ""Canadian Threshold"", ""target"": ""UWx Control"", ""value"": 14},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Canadian Threshold"", ""target"": ""UWx Control"", ""value"": 0.0462427005},"
Arclight Phoenix,BUG Midrange,178.58,40.33,0.184230962,13.81732219,0.046057741,"{""source"": ""Arclight Phoenix"", ""target"": ""BUG Midrange"", ""value"": 14},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Arclight Phoenix"", ""target"": ""BUG Midrange"", ""value"": 0.0460577405},"
Canadian Threshold,Grixis Control,166.72,37.28,0.182745098,13.70588235,0.045686275,"{""source"": ""Canadian Threshold"", ""target"": ""Grixis Control"", ""value"": 14},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Canadian Threshold"", ""target"": ""Grixis Control"", ""value"": 0.0456862745},"
Affinity,Antiquities War,103,23,0.182539683,13.69047619,0.045634921,"{""source"": ""Affinity"", ""target"": ""Antiquities War"", ""value"": 14},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Affinity"", ""target"": ""Antiquities War"", ""value"": 0.04563492075},"
Doomsday,Food Chain,110,24.5,0.182156134,13.66171004,0.045539034,"{""source"": ""Doomsday"", ""target"": ""Food Chain"", ""value"": 14},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Doomsday"", ""target"": ""Food Chain"", ""value"": 0.0455390335},"
Grixis Delver,Infect,141.36,31.32,0.181375956,13.60319666,0.045343989,"{""source"": ""Grixis Delver"", ""target"": ""Infect"", ""value"": 14},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Grixis Delver"", ""target"": ""Infect"", ""value"": 0.045343989},"
Arclight Phoenix,Stoneblade,199.93,43.95,0.180211579,13.51586846,0.045052895,"{""source"": ""Arclight Phoenix"", ""target"": ""Stoneblade"", ""value"": 14},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Arclight Phoenix"", ""target"": ""Stoneblade"", ""value"": 0.04505289475},"
Legacy Landstill,UR Delver,126.92,27.7,0.179148881,13.43616608,0.04478722,"{""source"": ""Legacy Landstill"", ""target"": ""UR Delver"", ""value"": 13},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Legacy Landstill"", ""target"": ""UR Delver"", ""value"": 0.04478722025},"
Canadian Threshold,Sneak & Show,177.81,38.75,0.178934245,13.42006834,0.044733561,"{""source"": ""Canadian Threshold"", ""target"": ""Sneak & Show"", ""value"": 13},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Canadian Threshold"", ""target"": ""Sneak & Show"", ""value"": 0.04473356125},"
Dark Depths,Nic Fit,159.49,34.71,0.178733265,13.40499485,0.044683316,"{""source"": ""Dark Depths"", ""target"": ""Nic Fit"", ""value"": 13},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dark Depths"", ""target"": ""Nic Fit"", ""value"": 0.04468331625},"
Sneak & Show,UWx Control,192.02,41.69,0.178383467,13.37876,0.044595867,"{""source"": ""Sneak & Show"", ""target"": ""UWx Control"", ""value"": 13},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Sneak & Show"", ""target"": ""UWx Control"", ""value"": 0.04459586675},"
BUG Midrange,Junk,115.33,25,0.1781515,13.3613625,0.044537875,"{""source"": ""BUG Midrange"", ""target"": ""Junk"", ""value"": 13},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""BUG Midrange"", ""target"": ""Junk"", ""value"": 0.044537875},"
Humans,Maverick,115.5,25,0.177935943,13.34519573,0.044483986,"{""source"": ""Humans"", ""target"": ""Maverick"", ""value"": 13},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Humans"", ""target"": ""Maverick"", ""value"": 0.04448398575},"
Junk,Nic Fit,130.39,28.17,0.177661453,13.32460898,0.044415363,"{""source"": ""Junk"", ""target"": ""Nic Fit"", ""value"": 13},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Junk"", ""target"": ""Nic Fit"", ""value"": 0.04441536325},"
Sneak & Show,Stoneblade,190.21,39.95,0.173574904,13.01811783,0.043393726,"{""source"": ""Sneak & Show"", ""target"": ""Stoneblade"", ""value"": 13},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Sneak & Show"", ""target"": ""Stoneblade"", ""value"": 0.043393726},"
Delver (Other),Storm,145.66,30.52,0.173231922,12.99239414,0.043307981,"{""source"": ""Delver (Other)"", ""target"": ""Storm"", ""value"": 13},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Delver (Other)"", ""target"": ""Storm"", ""value"": 0.0433079805},"
Arclight Phoenix,Sneak & Show,223.62,46.74,0.172880604,12.96604527,0.043220151,"{""source"": ""Arclight Phoenix"", ""target"": ""Sneak & Show"", ""value"": 13},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Arclight Phoenix"", ""target"": ""Sneak & Show"", ""value"": 0.043220151},"
LOAM,Pikula,136.5,28.5,0.172727273,12.95454545,0.043181818,"{""source"": ""LOAM"", ""target"": ""Pikula"", ""value"": 13},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""LOAM"", ""target"": ""Pikula"", ""value"": 0.04318181825},"
Infect,Stoneblade,159.45,33.07,0.171774361,12.88307708,0.04294359,"{""source"": ""Infect"", ""target"": ""Stoneblade"", ""value"": 13},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Infect"", ""target"": ""Stoneblade"", ""value"": 0.04294359025},"
Grixis Control,Legacy Landstill,147.9,30.63,0.171567804,12.86758528,0.042891951,"{""source"": ""Grixis Control"", ""target"": ""Legacy Landstill"", ""value"": 13},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Grixis Control"", ""target"": ""Legacy Landstill"", ""value"": 0.042891951},"
Death and taxes,Humans,157.8,32.19,0.16942997,12.70724775,0.042357493,"{""source"": ""Death and taxes"", ""target"": ""Humans"", ""value"": 13},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Death and taxes"", ""target"": ""Humans"", ""value"": 0.0423574925},"
Food Chain,Sneak & Show,165.99,33.85,0.169385508,12.70391313,0.042346377,"{""source"": ""Food Chain"", ""target"": ""Sneak & Show"", ""value"": 13},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Food Chain"", ""target"": ""Sneak & Show"", ""value"": 0.042346377},"
Dark Depths,Reanimator,185.82,37.86,0.169259657,12.69447425,0.042314914,"{""source"": ""Dark Depths"", ""target"": ""Reanimator"", ""value"": 13},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dark Depths"", ""target"": ""Reanimator"", ""value"": 0.04231491425},"
Doomsday,Grixis Delver,123.65,25.09,0.168683609,12.65127067,0.042170902,"{""source"": ""Doomsday"", ""target"": ""Grixis Delver"", ""value"": 13},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Doomsday"", ""target"": ""Grixis Delver"", ""value"": 0.04217090225},"
Maverick,Pikula,132.34,26.83,0.168561915,12.64214362,0.042140479,"{""source"": ""Maverick"", ""target"": ""Pikula"", ""value"": 13},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Maverick"", ""target"": ""Pikula"", ""value"": 0.04214047875},"
Affinity,Eldrazi Aggro,137.3,27.75,0.168130869,12.60981521,0.042032717,"{""source"": ""Affinity"", ""target"": ""Eldrazi Aggro"", ""value"": 13},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Affinity"", ""target"": ""Eldrazi Aggro"", ""value"": 0.04203271725},"
BUG Midrange,Nic Fit,146.06,29.5,0.168033721,12.60252905,0.04200843,"{""source"": ""BUG Midrange"", ""target"": ""Nic Fit"", ""value"": 13},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""BUG Midrange"", ""target"": ""Nic Fit"", ""value"": 0.04200843025},"
Infect,Maverick,141.67,28,0.165026227,12.37696705,0.041256557,"{""source"": ""Infect"", ""target"": ""Maverick"", ""value"": 12},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Infect"", ""target"": ""Maverick"", ""value"": 0.04125655675},"
BUG Midrange,UWx Control,156.06,30.74,0.164561028,12.34207709,0.041140257,"{""source"": ""BUG Midrange"", ""target"": ""UWx Control"", ""value"": 12},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""BUG Midrange"", ""target"": ""UWx Control"", ""value"": 0.041140257},"
Grixis Delver,Storm,147.96,29.12,0.164445448,12.33340863,0.041111362,"{""source"": ""Grixis Delver"", ""target"": ""Storm"", ""value"": 12},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Grixis Delver"", ""target"": ""Storm"", ""value"": 0.041111362},"
Antiquities War,Bomberman,108,21,0.162790698,12.20930233,0.040697675,"{""source"": ""Antiquities War"", ""target"": ""Bomberman"", ""value"": 12},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Antiquities War"", ""target"": ""Bomberman"", ""value"": 0.0406976745},"
BUG Midrange,Canadian Threshold,142.45,27.5,0.161812298,12.13592233,0.040453075,"{""source"": ""BUG Midrange"", ""target"": ""Canadian Threshold"", ""value"": 12},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""BUG Midrange"", ""target"": ""Canadian Threshold"", ""value"": 0.0404530745},"
Death and taxes,Stoneblade,194.68,37.46,0.16136814,12.10261049,0.040342035,"{""source"": ""Death and taxes"", ""target"": ""Stoneblade"", ""value"": 12},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Death and taxes"", ""target"": ""Stoneblade"", ""value"": 0.040342035},"
BUG Midrange,Sneak & Show,174.82,33.35,0.160205601,12.01542009,0.0400514,"{""source"": ""BUG Midrange"", ""target"": ""Sneak & Show"", ""value"": 12},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""BUG Midrange"", ""target"": ""Sneak & Show"", ""value"": 0.04005140025},"
Delver (Other),Doomsday,126.33,24,0.159648773,11.97365795,0.039912193,"{""source"": ""Delver (Other)"", ""target"": ""Doomsday"", ""value"": 12},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Delver (Other)"", ""target"": ""Doomsday"", ""value"": 0.03991219325},"
Belcher,Storm,130.91,24.73,0.158892316,11.91692367,0.039723079,"{""source"": ""Belcher"", ""target"": ""Storm"", ""value"": 12},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Belcher"", ""target"": ""Storm"", ""value"": 0.039723079},"
Arclight Phoenix,Food Chain,182.47,34.47,0.15889186,11.91688946,0.039722965,"{""source"": ""Arclight Phoenix"", ""target"": ""Food Chain"", ""value"": 12},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Arclight Phoenix"", ""target"": ""Food Chain"", ""value"": 0.039722965},"
Arclight Phoenix,UR Delver,200.61,37.81,0.158585689,11.89392668,0.039646422,"{""source"": ""Arclight Phoenix"", ""target"": ""UR Delver"", ""value"": 12},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Arclight Phoenix"", ""target"": ""UR Delver"", ""value"": 0.03964642225},"
Death's Shadow,Infect,159.55,29.98,0.158180763,11.86355722,0.039545191,"{""source"": ""Death's Shadow"", ""target"": ""Infect"", ""value"": 12},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Death's Shadow"", ""target"": ""Infect"", ""value"": 0.03954519075},"
BUG Midrange,Storm,144.86,27.17,0.157937569,11.84531768,0.039484392,"{""source"": ""BUG Midrange"", ""target"": ""Storm"", ""value"": 12},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""BUG Midrange"", ""target"": ""Storm"", ""value"": 0.03948439225},"
Bomberman,MUD,121.5,22.67,0.157244919,11.79336894,0.03931123,"{""source"": ""Bomberman"", ""target"": ""MUD"", ""value"": 12},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Bomberman"", ""target"": ""MUD"", ""value"": 0.03931122975},"
Infect,Nic Fit,159.06,29.67,0.157208711,11.79065331,0.039302178,"{""source"": ""Infect"", ""target"": ""Nic Fit"", ""value"": 12},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Infect"", ""target"": ""Nic Fit"", ""value"": 0.03930217775},"
Canadian Threshold,Food Chain,138.28,25.67,0.156572126,11.74290942,0.039143032,"{""source"": ""Canadian Threshold"", ""target"": ""Food Chain"", ""value"": 12},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Canadian Threshold"", ""target"": ""Food Chain"", ""value"": 0.0391430315},"
Death's Shadow,Sneak & Show,192.95,35.54,0.155542912,11.66571841,0.038885728,"{""source"": ""Death's Shadow"", ""target"": ""Sneak & Show"", ""value"": 12},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Death's Shadow"", ""target"": ""Sneak & Show"", ""value"": 0.038885728},"
Grixis Delver,Legacy Landstill,126.19,23.07,0.154562508,11.59218813,0.038640627,"{""source"": ""Grixis Delver"", ""target"": ""Legacy Landstill"", ""value"": 12},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Grixis Delver"", ""target"": ""Legacy Landstill"", ""value"": 0.038640627},"
Arclight Phoenix,Canadian Threshold,200.63,36.2,0.152852257,11.46391927,0.038213064,"{""source"": ""Arclight Phoenix"", ""target"": ""Canadian Threshold"", ""value"": 11},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Arclight Phoenix"", ""target"": ""Canadian Threshold"", ""value"": 0.03821306425},"
Sneak & Show,Storm,189.3,33.88,0.151805717,11.3854288,0.037951429,"{""source"": ""Sneak & Show"", ""target"": ""Storm"", ""value"": 11},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Sneak & Show"", ""target"": ""Storm"", ""value"": 0.03795142925},"
Infect,Junk,131.67,23.5,0.1514468,11.35851002,0.0378617,"{""source"": ""Infect"", ""target"": ""Junk"", ""value"": 11},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Infect"", ""target"": ""Junk"", ""value"": 0.0378617},"
Nic Fit,Zombie Bombardment,137.73,24.5,0.151020157,11.32651174,0.037755039,"{""source"": ""Nic Fit"", ""target"": ""Zombie Bombardment"", ""value"": 11},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Nic Fit"", ""target"": ""Zombie Bombardment"", ""value"": 0.03775503925},"
Arclight Phoenix,UWx Control,216.34,38.39,0.150708593,11.30314451,0.037677148,"{""source"": ""Arclight Phoenix"", ""target"": ""UWx Control"", ""value"": 11},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Arclight Phoenix"", ""target"": ""UWx Control"", ""value"": 0.03767714825},"
Arclight Phoenix,Reanimator,231.49,40.89,0.150121154,11.25908657,0.037530289,"{""source"": ""Arclight Phoenix"", ""target"": ""Reanimator"", ""value"": 11},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Arclight Phoenix"", ""target"": ""Reanimator"", ""value"": 0.0375302885},"
Food Chain,UR Delver,142.56,25.13,0.14985986,11.23948953,0.037464965,"{""source"": ""Food Chain"", ""target"": ""UR Delver"", ""value"": 11},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Food Chain"", ""target"": ""UR Delver"", ""value"": 0.037464965},"
Antiquities War,MUD,123.5,21.67,0.149273266,11.19549494,0.037318317,"{""source"": ""Antiquities War"", ""target"": ""MUD"", ""value"": 11},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Antiquities War"", ""target"": ""MUD"", ""value"": 0.0373183165},"
Dark Depths,Infect,163.57,28.64,0.149003694,11.17527704,0.037250924,"{""source"": ""Dark Depths"", ""target"": ""Infect"", ""value"": 11},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Dark Depths"", ""target"": ""Infect"", ""value"": 0.0372509235},"
Arclight Phoenix,Zombie Bombardment,178.51,31.2,0.148776882,11.15826618,0.037194221,"{""source"": ""Arclight Phoenix"", ""target"": ""Zombie Bombardment"", ""value"": 11},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Arclight Phoenix"", ""target"": ""Zombie Bombardment"", ""value"": 0.0371942205},"
Junk,Zombie Bombardment,109,19,0.1484375,11.1328125,0.037109375,"{""source"": ""Junk"", ""target"": ""Zombie Bombardment"", ""value"": 11},","{""source"": """,""", ""target"": """,""", ""value"": ","},","{""source"": ""Junk"", ""target"": ""Zombie Bombardment"", ""value"": 0.037109375},"
